filename,score,prediction,trigger,file_path
suno_cn_000008_0.mp3,0.9812299013137817,AI,Calibrated_P(0.981>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000008_0.mp3
suno_cn_000008_1.mp3,0.9698389172554016,AI,Calibrated_P(0.970>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000008_1.mp3
suno_cn_000009_0.mp3,0.972371518611908,AI,Calibrated_P(0.972>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000009_0.mp3
suno_cn_000009_1.mp3,0.9820058345794678,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000009_1.mp3
suno_cn_000010_0.mp3,0.977408230304718,AI,Calibrated_P(0.977>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000010_0.mp3
suno_cn_000010_1.mp3,0.9510798454284668,AI,Calibrated_P(0.951>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000010_1.mp3
suno_cn_000011_0.mp3,0.9654706716537476,AI,Calibrated_P(0.965>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000011_0.mp3
suno_cn_000011_1.mp3,0.9812299013137817,AI,Calibrated_P(0.981>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000011_1.mp3
suno_cn_000012_0.mp3,0.8954953551292419,AI,Calibrated_P(0.895>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000012_0.mp3
suno_cn_000012_1.mp3,0.8286609649658203,AI,Calibrated_P(0.829>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000012_1.mp3
suno_cn_000013_0.mp3,0.9384526014328003,AI,Calibrated_P(0.938>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000013_0.mp3
suno_cn_000013_1.mp3,0.9797497987747192,AI,Calibrated_P(0.980>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000013_1.mp3
suno_cn_000014_0.mp3,0.6648246049880981,AI,Calibrated_P(0.665>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000014_0.mp3
suno_cn_000014_1.mp3,0.9782930016517639,AI,Calibrated_P(0.978>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000014_1.mp3
suno_cn_000015_0.mp3,0.9639332890510559,AI,Calibrated_P(0.964>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000015_0.mp3
suno_cn_000015_1.mp3,0.9789674878120422,AI,Calibrated_P(0.979>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000015_1.mp3
suno_cn_000016_0.mp3,0.9803799390792847,AI,Calibrated_P(0.980>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000016_0.mp3
suno_cn_000016_1.mp3,0.5601838231086731,AI,Calibrated_P(0.560>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000016_1.mp3
suno_cn_000017_0.mp3,0.9800042510032654,AI,Calibrated_P(0.980>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000017_0.mp3
suno_cn_000017_1.mp3,0.9828229546546936,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000017_1.mp3
suno_cn_000018_0.mp3,0.8038596510887146,AI,Calibrated_P(0.804>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000018_0.mp3
suno_cn_000018_1.mp3,0.8181899785995483,AI,Calibrated_P(0.818>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000018_1.mp3
suno_cn_000019_0.mp3,0.9789674878120422,AI,Calibrated_P(0.979>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000019_0.mp3
suno_cn_000019_1.mp3,0.977455735206604,AI,Calibrated_P(0.977>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000019_1.mp3
suno_cn_000020_0.mp3,0.982677161693573,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000020_0.mp3
suno_cn_000020_1.mp3,0.9205019474029541,AI,Calibrated_P(0.921>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000020_1.mp3
suno_cn_000021_0.mp3,0.9787896275520325,AI,Calibrated_P(0.979>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000021_0.mp3
suno_cn_000021_1.mp3,0.9830394387245178,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000021_1.mp3
suno_cn_000022_0.mp3,0.9750655889511108,AI,Calibrated_P(0.975>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000022_0.mp3
suno_cn_000022_1.mp3,0.9821572303771973,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000022_1.mp3
suno_cn_000023_0.mp3,0.9831110239028931,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000023_0.mp3
suno_cn_000023_1.mp3,0.9768313765525818,AI,Calibrated_P(0.977>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000023_1.mp3
suno_cn_000024_0.mp3,0.9823446273803711,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000024_0.mp3
suno_cn_000024_1.mp3,0.9826405644416809,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000024_1.mp3
suno_cn_000025_0.mp3,0.9817379117012024,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000025_0.mp3
suno_cn_000025_1.mp3,0.9825301766395569,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000025_1.mp3
suno_cn_000026_0.mp3,0.9804213047027588,AI,Calibrated_P(0.980>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000026_0.mp3
suno_cn_000026_1.mp3,0.983288586139679,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000026_1.mp3
suno_cn_000027_0.mp3,0.6472381353378296,AI,Calibrated_P(0.647>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000027_0.mp3
suno_cn_000027_1.mp3,0.9831821918487549,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000027_1.mp3
suno_cn_000028_0.mp3,0.9818914532661438,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000028_0.mp3
suno_cn_000028_1.mp3,0.9813483357429504,AI,Calibrated_P(0.981>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000028_1.mp3
suno_cn_000029_0.mp3,0.9812694787979126,AI,Calibrated_P(0.981>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000029_0.mp3
suno_cn_000029_1.mp3,0.9787449836730957,AI,Calibrated_P(0.979>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000029_1.mp3
suno_cn_000030_0.mp3,0.9840483665466309,AI,Calibrated_P(0.984>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000030_0.mp3
suno_cn_000030_1.mp3,0.9617806077003479,AI,Calibrated_P(0.962>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000030_1.mp3
suno_cn_000031_0.mp3,0.9820058345794678,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000031_0.mp3
suno_cn_000031_1.mp3,0.9754289388656616,AI,Calibrated_P(0.975>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000031_1.mp3
suno_cn_000032_0.mp3,0.9786103963851929,AI,Calibrated_P(0.979>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000032_0.mp3
suno_cn_000032_1.mp3,0.9822324514389038,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000032_1.mp3
suno_cn_000033_0.mp3,0.9827866554260254,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000033_0.mp3
suno_cn_000033_1.mp3,0.9651104807853699,AI,Calibrated_P(0.965>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000033_1.mp3
suno_cn_000034_0.mp3,0.7132431268692017,AI,Calibrated_P(0.713>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000034_0.mp3
suno_cn_000034_1.mp3,0.9780634641647339,AI,Calibrated_P(0.978>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000034_1.mp3
suno_cn_000035_0.mp3,0.9824932813644409,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000035_0.mp3
suno_cn_000035_1.mp3,0.9831110239028931,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000035_1.mp3
suno_cn_000036_0.mp3,0.9815052151679993,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000036_0.mp3
suno_cn_000036_1.mp3,0.9845795631408691,AI,Calibrated_P(0.985>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000036_1.mp3
suno_cn_000037_0.mp3,0.9635577201843262,AI,Calibrated_P(0.964>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000037_0.mp3
suno_cn_000037_1.mp3,0.9823446273803711,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000037_1.mp3
suno_cn_000038_0.mp3,0.9807893633842468,AI,Calibrated_P(0.981>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000038_0.mp3
suno_cn_000038_1.mp3,0.9824190139770508,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000038_1.mp3
suno_cn_000039_0.mp3,0.8274363279342651,AI,Calibrated_P(0.827>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000039_0.mp3
suno_cn_000039_1.mp3,0.8677843809127808,AI,Calibrated_P(0.868>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000039_1.mp3
suno_cn_000040_0.mp3,0.9818149209022522,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000040_0.mp3
suno_cn_000040_1.mp3,0.9839128851890564,AI,Calibrated_P(0.984>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000040_1.mp3
suno_cn_000041_0.mp3,0.9745906591415405,AI,Calibrated_P(0.975>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000041_0.mp3
suno_cn_000041_1.mp3,0.9294456839561462,AI,Calibrated_P(0.929>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000041_1.mp3
suno_cn_000042_0.mp3,0.9789674878120422,AI,Calibrated_P(0.979>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000042_0.mp3
suno_cn_000042_1.mp3,0.9807487726211548,AI,Calibrated_P(0.981>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000042_1.mp3
suno_cn_000043_0.mp3,0.9830034971237183,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000043_0.mp3
suno_cn_000043_1.mp3,0.07793863117694855,Human,Pass_Human,D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000043_1.mp3
suno_cn_000044_0.mp3,0.9710113406181335,AI,Calibrated_P(0.971>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000044_0.mp3
suno_cn_000044_1.mp3,0.9825301766395569,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000044_1.mp3
suno_cn_000045_0.mp3,0.9812694787979126,AI,Calibrated_P(0.981>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000045_0.mp3
suno_cn_000045_1.mp3,0.9435815811157227,AI,Calibrated_P(0.944>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000045_1.mp3
suno_cn_000046_0.mp3,0.9825670123100281,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000046_0.mp3
suno_cn_000046_1.mp3,0.9784748554229736,AI,Calibrated_P(0.978>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000046_1.mp3
suno_cn_000047_0.mp3,0.9789231419563293,AI,Calibrated_P(0.979>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000047_0.mp3
suno_cn_000047_1.mp3,0.9840146899223328,AI,Calibrated_P(0.984>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000047_1.mp3
suno_cn_000048_0.mp3,0.9792314767837524,AI,Calibrated_P(0.979>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000048_0.mp3
suno_cn_000048_1.mp3,0.9824190139770508,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000048_1.mp3
suno_cn_000049_0.mp3,0.9674225449562073,AI,Calibrated_P(0.967>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000049_0.mp3
suno_cn_000049_1.mp3,0.9780173301696777,AI,Calibrated_P(0.978>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000049_1.mp3
suno_cn_000050_0.mp3,0.9782015085220337,AI,Calibrated_P(0.978>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000050_0.mp3
suno_cn_000050_1.mp3,0.9811903238296509,AI,Calibrated_P(0.981>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000050_1.mp3
suno_cn_000051_0.mp3,0.9842830300331116,AI,Calibrated_P(0.984>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000051_0.mp3
suno_cn_000051_1.mp3,0.975583016872406,AI,Calibrated_P(0.976>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000051_1.mp3
suno_cn_000052_0.mp3,0.9815052151679993,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000052_0.mp3
suno_cn_000052_1.mp3,0.983323872089386,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000052_1.mp3
suno_cn_000053_0.mp3,0.9805857539176941,AI,Calibrated_P(0.981>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000053_0.mp3
suno_cn_000053_1.mp3,0.9856207370758057,AI,Calibrated_P(0.986>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000053_1.mp3
suno_cn_000054_0.mp3,0.9815052151679993,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000054_0.mp3
suno_cn_000054_1.mp3,0.9817379117012024,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000054_1.mp3
suno_cn_000055_0.mp3,0.9820058345794678,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000055_0.mp3
suno_cn_000055_1.mp3,0.9779710173606873,AI,Calibrated_P(0.978>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000055_1.mp3
suno_cn_000056_0.mp3,0.9148173332214355,AI,Calibrated_P(0.915>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000056_0.mp3
suno_cn_000056_1.mp3,0.9845468401908875,AI,Calibrated_P(0.985>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000056_1.mp3
suno_cn_000057_0.mp3,0.9829315543174744,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000057_0.mp3
suno_cn_000057_1.mp3,0.9806673526763916,AI,Calibrated_P(0.981>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000057_1.mp3
suno_cn_000058_0.mp3,0.9803799390792847,AI,Calibrated_P(0.980>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000058_0.mp3
suno_cn_000058_1.mp3,0.9597547650337219,AI,Calibrated_P(0.960>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000058_1.mp3
suno_cn_000059_0.mp3,0.9777382612228394,AI,Calibrated_P(0.978>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000059_0.mp3
suno_cn_000059_1.mp3,0.9802970886230469,AI,Calibrated_P(0.980>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000059_1.mp3
suno_cn_000060_0.mp3,0.7514437437057495,AI,Calibrated_P(0.751>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000060_0.mp3
suno_cn_000060_1.mp3,0.9247978329658508,AI,Calibrated_P(0.925>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000060_1.mp3
suno_cn_000061_0.mp3,0.9744839072227478,AI,Calibrated_P(0.974>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000061_0.mp3
suno_cn_000061_1.mp3,0.9463761448860168,AI,Calibrated_P(0.946>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000061_1.mp3
suno_cn_000062_0.mp3,0.9767338037490845,AI,Calibrated_P(0.977>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000062_0.mp3
suno_cn_000062_1.mp3,0.9736695289611816,AI,Calibrated_P(0.974>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000062_1.mp3
suno_cn_000063_0.mp3,0.8368944525718689,AI,Calibrated_P(0.837>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000063_0.mp3
suno_cn_000063_1.mp3,0.9798349738121033,AI,Calibrated_P(0.980>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000063_1.mp3
suno_cn_000064_0.mp3,0.8412495255470276,AI,Calibrated_P(0.841>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000064_0.mp3
suno_cn_000064_1.mp3,0.9754289388656616,AI,Calibrated_P(0.975>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000064_1.mp3
suno_cn_000065_0.mp3,0.9794490337371826,AI,Calibrated_P(0.979>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000065_0.mp3
suno_cn_000065_1.mp3,0.9830394387245178,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000065_1.mp3
suno_cn_000066_0.mp3,0.9794923067092896,AI,Calibrated_P(0.979>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000066_0.mp3
suno_cn_000066_1.mp3,0.9819297194480896,AI,Calibrated_P(0.982>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000066_1.mp3
suno_cn_000067_0.mp3,0.8260502219200134,AI,Calibrated_P(0.826>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000067_0.mp3
suno_cn_000067_1.mp3,0.9832178354263306,AI,Calibrated_P(0.983>=0.18),D:\mirex\data\processed\eval_50k_fresh\streaming_scratch\unpacked_cn_part01_of_25\suno_cn_000067_1.mp3
